sickle_address,user_wallet
0x5f40829fca5cd92316fafbe81f33854066bcd746,0x5f40829fca5cd92316fafbe81f33854066bcd746
0x765eb33144fcaa1ac78475af5208809ab26378b2,0x765eb33144fcaa1ac78475af5208809ab26378b2
0x5cffa6e1f158e5929121c47a036f3ee5fb0cc2fa,0x5cffa6e1f158e5929121c47a036f3ee5fb0cc2fa
0x0dfbdfddc949b2efe32ebddd55a704b40ff18e75,0x0dfbdfddc949b2efe32ebddd55a704b40ff18e75
0x6703c1c427229013648455fca1a5ad40b83dde5f,0x6703c1c427229013648455fca1a5ad40b83dde5f
0x57734769c21b8d8215e9ffe3b6483d9e6c0e4e7a,0x57734769c21b8d8215e9ffe3b6483d9e6c0e4e7a
0xe94ae5197263ebf57287892b35ccf9a4283cbec0,0xe94ae5197263ebf57287892b35ccf9a4283cbec0
0x3e3a8965daa7fa3373df1c59f920bae77abd7ff6,0x3e3a8965daa7fa3373df1c59f920bae77abd7ff6
0x998035506a843d71f26dc81bda36676a16ed6a2a,0x998035506a843d71f26dc81bda36676a16ed6a2a
0xe735a706dff583a1ff534510766dc08b2005de7b,0xe735a706dff583a1ff534510766dc08b2005de7b
0x3e8c91472fc50a8528e448ff501af9bf8c00cceb,0x3e8c91472fc50a8528e448ff501af9bf8c00cceb
0xbe6601207fef463b0434a6b03dc479061af54429,0xbe6601207fef463b0434a6b03dc479061af54429
0xec9ebe950cad79fde4139714283145137ce24aad,0xec9ebe950cad79fde4139714283145137ce24aad
0xdefd5005562e35f8594e407929b143b71876ba3f,0xdefd5005562e35f8594e407929b143b71876ba3f
0x7c5fd47938e413eeeac36ced71f2c3b35097a5e1,0x7c5fd47938e413eeeac36ced71f2c3b35097a5e1
0xe997b5f869a381a33bde074f9abd2660689803dd,0xe997b5f869a381a33bde074f9abd2660689803dd
0x1527525dd11270b4e7d6213925f88dd47e20c3f9,0x1527525dd11270b4e7d6213925f88dd47e20c3f9
0x1827133272d6bf44c4afd7aa8b729c4651cc0d45,0x1827133272d6bf44c4afd7aa8b729c4651cc0d45
0xfb96a84e22c1b8e6de696c7dd13509e68325f6eb,0xfb96a84e22c1b8e6de696c7dd13509e68325f6eb
0x1d025632055883c046ccb001fb750259b77832a7,0x1d025632055883c046ccb001fb750259b77832a7
0x95dbbcf49fc7a2a70f25a05fe2218247b3777a1d,0x95dbbcf49fc7a2a70f25a05fe2218247b3777a1d
0x760a2b14dd2c6ea8d7b6a576f70c88ce61310f0a,0x760a2b14dd2c6ea8d7b6a576f70c88ce61310f0a
0xd5fdaaa6de2a4a6b0189da74f2bc324f24834a64,0xd5fdaaa6de2a4a6b0189da74f2bc324f24834a64
0x9d7313c345deb43e6a05722847ac31ba0e0667ec,0x9d7313c345deb43e6a05722847ac31ba0e0667ec
0x31f62f93ebf399656fce8848c9470a52a3e88889,0x31f62f93ebf399656fce8848c9470a52a3e88889
0x95fe3c0101b4348af50d3989810be0ccb0ddd81e,0x95fe3c0101b4348af50d3989810be0ccb0ddd81e
0xa850cf55300fdd28cc59c795ab800c2d989bd118,0xa850cf55300fdd28cc59c795ab800c2d989bd118
0x6a1bc919e847c12725904965e05971b818b47ad0,0x6a1bc919e847c12725904965e05971b818b47ad0
0x07a83928573807816ffcb0abaf9f4b2cf89b4f26,0x07a83928573807816ffcb0abaf9f4b2cf89b4f26
0xc2c9522e9fbb3f6682ffb361013d9560c2ff6357,0xc2c9522e9fbb3f6682ffb361013d9560c2ff6357
0xdd9fa5e4f31781e073a6afed56666bd82a4df3f5,0xdd9fa5e4f31781e073a6afed56666bd82a4df3f5
0xeb6d2087be588adf70536768419640d8d07db67c,0xeb6d2087be588adf70536768419640d8d07db67c
0xdddbffd749cda3328560dfd8e67d913c8bd65165,0xdddbffd749cda3328560dfd8e67d913c8bd65165
0x86cd09ae3b34a79bfd7bab43c4eabb68bebc396f,0x86cd09ae3b34a79bfd7bab43c4eabb68bebc396f
0x85e29150b3ec52c79438b3a2a2d0801523e55d12,0x85e29150b3ec52c79438b3a2a2d0801523e55d12
0xe1858d4bf78229ad8cf5cfe8d8fdef246dce3564,0xe1858d4bf78229ad8cf5cfe8d8fdef246dce3564
0xb9d24761ebb3e3a88b8cf20e77f56ccf026a2044,0xb9d24761ebb3e3a88b8cf20e77f56ccf026a2044
0x302614feeecad10bc49c1cd62be087bff1155612,0x302614feeecad10bc49c1cd62be087bff1155612
0xc4b6149b297640ce226e9394f426ddc93a66739b,0xc4b6149b297640ce226e9394f426ddc93a66739b
0x9b394fb11c5e5438f05c5fe0f9e938f5b5524ed7,0x9b394fb11c5e5438f05c5fe0f9e938f5b5524ed7
0xae30a874c177114ccb83ef79da59623b2129f1bf,0xae30a874c177114ccb83ef79da59623b2129f1bf
0x6866d77edcb966dff635858243d9476d4d951331,0x6866d77edcb966dff635858243d9476d4d951331
0x456245af91ad3fa93c500c8f7eb1c6a009b9d909,0x456245af91ad3fa93c500c8f7eb1c6a009b9d909
0x8bdc3d9f2b78f9f6fc6f04b0628d795f05320200,0x8bdc3d9f2b78f9f6fc6f04b0628d795f05320200
0x3480b0d7bc424b95711e1c50bc1b9c8c055478d0,0x3480b0d7bc424b95711e1c50bc1b9c8c055478d0
0xbfd5e0d690c5a5f169d2e1adfae6a8e71ca425b3,0xbfd5e0d690c5a5f169d2e1adfae6a8e71ca425b3
0xa8f5326efbe4a31438ceea0e931127c135fec836,0xa8f5326efbe4a31438ceea0e931127c135fec836
0x1ac599bea7a342003c232e9efdb2231d247781f9,0x1ac599bea7a342003c232e9efdb2231d247781f9
